0,-0.5,-0.649351
0.01,-0.5,-1.23377
0.02,-0.5,-1.75325
0.03,-0.5,-2.20779
0.04,-0.5,-2.5974
0.05,-0.5,-2.92208
0.06,-0.5,-3.18182
0.07,-0.5,-3.37662
0.08,-0.5,-3.50649
0.09,-0.5,-3.57143
0.1,-0.5,-3.57143
0.11,-0.5,-3.50649
0.12,-0.5,-3.37662
0.13,-0.5,-3.18182
0.14,-0.5,-2.92208
0.15,-0.5,-2.5974
0.16,-0.5,-2.20779
0.17,-0.5,-1.75325
0.18,-0.5,-1.23377
0.19,-0.5,-0.649351
0.2,-0.5,1.73472e-16
0.21,-0.5,1.73472e-16
0.22,-0.5,1.73472e-16
0.23,-0.5,1.73472e-16
0.24,-0.5,1.73472e-16
0.25,-0.5,1.73472e-16
0.26,-0.5,1.73472e-16
0.27,-0.5,1.73472e-16
0.28,-0.5,1.73472e-16
0.29,-0.5,1.73472e-16
0.3,-0.5,1.73472e-16
0.31,-0.5,1.73472e-16
0.32,-0.5,1.73472e-16
0.33,-0.5,1.73472e-16
0.34,-0.5,1.73472e-16
0.35,-0.5,1.73472e-16
0.36,-0.5,1.73472e-16
0.37,-0.5,1.73472e-16
0.38,-0.5,1.73472e-16
0.39,-0.5,1.73472e-16
0.4,-0.5,1.73472e-16
0.41,-0.5,1.73472e-16
0.42,-0.5,1.73472e-16
0.43,-0.5,1.73472e-16
0.44,-0.5,1.73472e-16
0.45,-0.5,1.73472e-16
0.46,-0.5,1.73472e-16
0.47,-0.5,1.73472e-16
0.48,-0.5,1.73472e-16
0.49,-0.5,1.73472e-16
0.5,-0.5,1.73472e-16
0.51,-0.5,1.73472e-16
0.52,-0.5,1.73472e-16
0.53,-0.5,1.73472e-16
0.54,-0.5,1.73472e-16
0.55,-0.5,1.73472e-16
0.56,-0.5,1.73472e-16
0.57,-0.5,1.73472e-16
0.58,-0.5,1.73472e-16
0.59,-0.5,1.73472e-16
0.6,-0.5,1.73472e-16
0.61,-0.5,1.73472e-16
0.62,-0.5,1.73472e-16
0.63,-0.5,1.73472e-16
0.64,-0.5,1.73472e-16
0.65,-0.5,1.73472e-16
0.66,-0.5,1.73472e-16
0.67,-0.5,1.73472e-16
0.68,-0.5,1.73472e-16
0.69,-0.5,1.73472e-16
0.7,-0.5,1.73472e-16
0.71,-0.5,1.73472e-16
0.72,-0.5,1.73472e-16
0.73,-0.5,1.73472e-16
0.74,-0.5,1.73472e-16
0.75,-0.5,1.73472e-16
0.76,-0.48,0.025974
0.77,-0.46,0.0753247
0.78,-0.44,0.145455
0.79,-0.42,0.233766
0.8,-0.4,0.337662
0.81,-0.38,0.454545
0.82,-0.36,0.581818
0.83,-0.34,0.716883
0.84,-0.32,0.857143
0.85,-0.3,1
0.86,-0.28,1.14286
0.87,-0.26,1.28312
0.88,-0.24,1.41818
0.89,-0.22,1.54545
0.9,-0.2,1.66234
0.91,-0.18,1.76623
0.92,-0.16,1.85455
0.93,-0.14,1.92468
0.94,-0.12,1.97403
0.95,-0.1,2
0.96,-0.08,2
0.97,-0.06,2
0.98,-0.04,2
0.99,-0.02,2
1,0,2
1.01,0.02,2
1.02,0.04,2
1.03,0.06,2
1.04,0.08,2
1.05,0.1,2
1.06,0.12,2
1.07,0.14,2
1.08,0.16,2
1.09,0.18,2
1.1,0.2,2
1.11,0.22,2
1.12,0.24,2
1.13,0.26,2
1.14,0.28,2
1.15,0.3,2
1.16,0.32,2
1.17,0.34,2
1.18,0.36,2
1.19,0.38,2
1.2,0.4,2
1.21,0.42,2
1.22,0.44,2
1.23,0.46,2
1.24,0.48,2
1.25,0.5,2
1.26,0.5,1.97403
1.27,0.5,1.92468
1.28,0.5,1.85455
1.29,0.5,1.76623
1.3,0.5,1.66234
1.31,0.5,1.54545
1.32,0.5,1.41818
1.33,0.5,1.28312
1.34,0.5,1.14286
1.35,0.5,1
1.36,0.5,0.857143
1.37,0.5,0.716883
1.38,0.5,0.581818
1.39,0.5,0.454545
1.4,0.5,0.337662
1.41,0.5,0.233766
1.42,0.5,0.145455
1.43,0.5,0.0753247
1.44,0.5,0.025974
1.45,0.5,-1.73472e-16
1.46,0.5,-1.73472e-16
1.47,0.5,-1.73472e-16
1.48,0.5,-1.73472e-16
1.49,0.5,-1.73472e-16
1.5,0.5,-1.73472e-16
1.51,0.5,-1.73472e-16
1.52,0.5,-1.73472e-16
1.53,0.5,-1.73472e-16
1.54,0.5,-1.73472e-16
1.55,0.5,-1.73472e-16
1.56,0.5,-1.73472e-16
1.57,0.5,-1.73472e-16
1.58,0.5,-1.73472e-16
1.59,0.5,-1.73472e-16
1.6,0.5,-1.73472e-16
1.61,0.5,-1.73472e-16
1.62,0.5,-1.73472e-16
1.63,0.5,-1.73472e-16
1.64,0.5,-1.73472e-16
1.65,0.5,-1.73472e-16
1.66,0.5,-1.73472e-16
1.67,0.5,-1.73472e-16
1.68,0.5,-1.73472e-16
1.69,0.5,-1.73472e-16
1.7,0.5,-1.73472e-16
1.71,0.5,-1.73472e-16
1.72,0.5,-1.73472e-16
1.73,0.5,-1.73472e-16
1.74,0.5,-1.73472e-16
1.75,0.5,-1.73472e-16
1.76,0.5,-1.73472e-16
1.77,0.5,-1.73472e-16
1.78,0.5,-1.73472e-16
1.79,0.5,-1.73472e-16
1.8,0.5,-1.73472e-16
1.81,0.5,-1.73472e-16
1.82,0.5,-1.73472e-16
1.83,0.5,-1.73472e-16
1.84,0.5,-1.73472e-16
1.85,0.5,-1.73472e-16
1.86,0.5,-1.73472e-16
1.87,0.5,-1.73472e-16
1.88,0.5,-1.73472e-16
1.89,0.5,-1.73472e-16
1.9,0.5,-1.73472e-16
1.91,0.5,-1.73472e-16
1.92,0.5,-1.73472e-16
1.93,0.5,-1.73472e-16
1.94,0.5,-1.73472e-16
1.95,0.5,-1.73472e-16
1.96,0.5,-1.73472e-16
1.97,0.5,-1.73472e-16
1.98,0.5,-1.73472e-16
1.99,0.5,-1.73472e-16
2,0.5,-1.73472e-16
